decision_id,location,title,date,company,decision,extras,tag
DRN-1749069,decision/DRN-1749069.pdf,Decision Reference DRN-1749069,31 Dec 2020,The National Farmers' Union Mutual Insurance Society Limited,Not upheld,,Insurance
DRN-2412193,decision/DRN-2412193.pdf,Decision Reference DRN-2412193,31 Dec 2020,Skyfire Insurance Company Limited,Upheld,,Insurance
DRN-2454799,decision/DRN-2454799.pdf,Decision Reference DRN-2454799,31 Dec 2020,British Gas Insurance Limited,Upheld,,Insurance
DRN-1986595,decision/DRN-1986595.pdf,Decision Reference DRN-1986595,31 Dec 2020,AXA Insurance UK Plc,Not upheld,,Insurance
DRN-2405213,decision/DRN-2405213.pdf,Decision Reference DRN-2405213,31 Dec 2020,Royal & Sun Alliance Insurance Plc,Upheld,,Insurance
DRN-2188652,decision/DRN-2188652.pdf,Decision Reference DRN-2188652,31 Dec 2020,MCE Insurance Company Limited,Upheld,,Insurance
DRN-2279297,decision/DRN-2279297.pdf,Decision Reference DRN-2279297,30 Dec 2020,Watford Insurance Company Europe Limited,Not upheld,,Insurance
DRN-2393766,decision/DRN-2393766.pdf,Decision Reference DRN-2393766,30 Dec 2020,Zurich Insurance PLC,Not upheld,,Insurance
DRN-2281642,decision/DRN-2281642.pdf,Decision Reference DRN-2281642,30 Dec 2020,Fairmead Insurance Limited,Upheld,,Insurance
DRN-1973436,decision/DRN-1973436.pdf,Decision Reference DRN-1973436,30 Dec 2020,AXA Insurance UK Plc,Upheld,,Insurance
DRN-2467166,decision/DRN-2467166.pdf,Decision Reference DRN-2467166,30 Dec 2020,Covea Insurance plc,Not upheld,,Insurance
DRN-2436256,decision/DRN-2436256.pdf,Decision Reference DRN-2436256,30 Dec 2020,Great Lakes Insurance SE,Not upheld,,Insurance
DRN-1917359,decision/DRN-1917359.pdf,Decision Reference DRN-1917359,30 Dec 2020,Haven Insurance Company Limited,Not upheld,,Insurance
DRN-1922256,decision/DRN-1922256.pdf,Decision Reference DRN-1922256,30 Dec 2020,Allianz Insurance Plc,Not upheld,,Insurance
DRN-2245825,decision/DRN-2245825.pdf,Decision Reference DRN-2245825,30 Dec 2020,Ageas Insurance Limited,Not upheld,,Insurance
DRN-2422736,decision/DRN-2422736.pdf,Decision Reference DRN-2422736,30 Dec 2020,CIS General Insurance Limited,Not upheld,,Insurance
DRN-2466670,decision/DRN-2466670.pdf,Decision Reference DRN-2466670,30 Dec 2020,BUPA Insurance Limited,Upheld,,Insurance
DRN-2466090,decision/DRN-2466090.pdf,Decision Reference DRN-2466090,29 Dec 2020,Aioi Nissay Dowa Insurance Company of Europe SE,Not upheld,,Insurance
DRN-2305690,decision/DRN-2305690.pdf,Decision Reference DRN-2305690,29 Dec 2020,H & H Insurance Brokers Limited,Not upheld,,Insurance
DRN-2363939,decision/DRN-2363939.pdf,Decision Reference DRN-2363939,29 Dec 2020,AXA Insurance UK Plc,Not upheld,,Insurance
DRN-2199607,decision/DRN-2199607.pdf,Decision Reference DRN-2199607,29 Dec 2020,Inter Partner Assistance SA,Not upheld,,Insurance
