decision_id,location,title,date,company,decision,extras,tag
DRN-1942680,decision/DRN-1942680.pdf,Decision Reference DRN-1942680,30 Sep 2020,Acasta European Insurance Company Limited,Not upheld,,Insurance
DRN-2096385,decision/DRN-2096385.pdf,Decision Reference DRN-2096385,30 Sep 2020,Saga Services Limited,Not upheld,,Insurance
DRN-2175199,decision/DRN-2175199.pdf,Decision Reference DRN-2175199,30 Sep 2020,OVO (S) HOME SERVICES LIMITED,Upheld,,Insurance
DRN1845051,decision/DRN1845051.pdf,Decision Reference DRN1845051,30 Sep 2020,BISL Limited,Not upheld,,Insurance (excluding PPI)
DRN-2220053,decision/DRN-2220053.pdf,Decision Reference DRN-2220053,30 Sep 2020,Assurant General Insurance Limited,Not upheld,,Insurance
DRN9855423,decision/DRN9855423.pdf,Decision Reference DRN9855423,30 Sep 2020,Royal & Sun Alliance Insurance Plc,Upheld,,Insurance (excluding PPI)
DRN-2221752,decision/DRN-2221752.pdf,Decision Reference DRN-2221752,30 Sep 2020,Assurant General Insurance Limited,Upheld,,Insurance
DRN-1626047,decision/DRN-1626047.pdf,Decision Reference DRN-1626047,30 Sep 2020,U K Insurance Limited,Not upheld,,Insurance
DRN-1973277,decision/DRN-1973277.pdf,Decision Reference DRN-1973277,30 Sep 2020,The National Farmers' Union Mutual Insurance Society Limited,Not upheld,,Insurance
DRN-1800466,decision/DRN-1800466.pdf,Decision Reference DRN-1800466,30 Sep 2020,AXA Insurance UK Plc,Not upheld,,Insurance
DRN-2065755,decision/DRN-2065755.pdf,Decision Reference DRN-2065755,30 Sep 2020,CIS General Insurance Limited,Not upheld,,Insurance
DRN-1963940,decision/DRN-1963940.pdf,Decision Reference DRN-1963940,30 Sep 2020,AXA Insurance UK Plc,Upheld,,Insurance
DRN-2178319,decision/DRN-2178319.pdf,Decision Reference DRN-2178319,30 Sep 2020,U K Insurance Limited,Not upheld,,Insurance
DRN-2194687,decision/DRN-2194687.pdf,Decision Reference DRN-2194687,30 Sep 2020,AXA Insurance UK Plc,Not upheld,,Insurance
DRN-1966937,decision/DRN-1966937.pdf,Decision Reference DRN-1966937,30 Sep 2020,U K Insurance Limited,Not upheld,,Insurance
DRN-1862880,decision/DRN-1862880.pdf,Decision Reference DRN-1862880,30 Sep 2020,U K Insurance Limited,Not upheld,,Insurance
DRN2951368,decision/DRN2951368.pdf,Decision Reference DRN2951368,30 Sep 2020,Covea Insurance plc,Upheld,,Insurance (excluding PPI)
DRN-2025176,decision/DRN-2025176.pdf,Decision Reference DRN-2025176,30 Sep 2020,Aviva Insurance Limited,Not upheld,,Insurance
DRN-2078827,decision/DRN-2078827.pdf,Decision Reference DRN-2078827,30 Sep 2020,U K Insurance Limited,Upheld,,Insurance
DRN-2096507,decision/DRN-2096507.pdf,Decision Reference DRN-2096507,30 Sep 2020,Admiral Insurance Company Limited,Not upheld,,Insurance
DRN-2073447,decision/DRN-2073447.pdf,Decision Reference DRN-2073447,30 Sep 2020,Society of Lloyd's,Not upheld,,Insurance
DRN-2039015,decision/DRN-2039015.pdf,Decision Reference DRN-2039015,30 Sep 2020,"Mapfre Asistencia, Compania Internacional De Seguros y Reaseguros, S.A.",Not upheld,,Insurance
DRN9426108,decision/DRN9426108.pdf,Decision Reference DRN9426108,30 Sep 2020,Aviva Insurance Limited,Upheld,,Insurance (excluding PPI)
DRN-1199533,decision/DRN-1199533.pdf,Decision Reference DRN-1199533,30 Sep 2020,Advantage Insurance Company Limited,Not upheld,,Insurance
DRN-1644870,decision/DRN-1644870.pdf,Decision Reference DRN-1644870,30 Sep 2020,Assurant General Insurance Limited,Not upheld,,Insurance
DRN-1641816,decision/DRN-1641816.pdf,Decision Reference DRN-1641816,30 Sep 2020,Aviva Insurance Limited,Not upheld,,Insurance
DRN-1749611,decision/DRN-1749611.pdf,Decision Reference DRN-1749611,30 Sep 2020,U K Insurance Limited,Not upheld,,Insurance
DRN-2217138,decision/DRN-2217138.pdf,Decision Reference DRN-2217138,30 Sep 2020,Admiral Insurance Company Limited,Not upheld,,Insurance
DRN-2197334,decision/DRN-2197334.pdf,Decision Reference DRN-2197334,30 Sep 2020,Triton Insurance Brokers Ltd,Upheld,,Insurance
DRN-1613776,decision/DRN-1613776.pdf,Decision Reference DRN-1613776,30 Sep 2020,U K Insurance Limited,Not upheld,,Insurance
DRN3635416,decision/DRN3635416.pdf,Decision Reference DRN3635416,30 Sep 2020,AXA Insurance UK Plc,Not upheld,,Insurance (excluding PPI)
DRN1037676,decision/DRN1037676.pdf,Decision Reference DRN1037676,30 Sep 2020,Phoenix Financial Consultants Ltd,Upheld,,Insurance (excluding PPI)
DRN-1786435,decision/DRN-1786435.pdf,Decision Reference DRN-1786435,30 Sep 2020,Ageas Insurance Limited,Upheld,,Insurance
DRN-2135589,decision/DRN-2135589.pdf,Decision Reference DRN-2135589,30 Sep 2020,AXA PPP Healthcare Limited,Not upheld,,Insurance
DRN-1656816,decision/DRN-1656816.pdf,Decision Reference DRN-1656816,30 Sep 2020,Liberty Mutual Insurance Europe SE,Not upheld,,Insurance
DRN6982544,decision/DRN6982544.pdf,Decision Reference DRN6982544,30 Sep 2020,Zurich Insurance PLC,Not upheld,,Insurance (excluding PPI)
DRN-2129946,decision/DRN-2129946.pdf,Decision Reference DRN-2129946,30 Sep 2020,BUPA Insurance Limited,Not upheld,,Insurance
DRN-1612642,decision/DRN-1612642.pdf,Decision Reference DRN-1612642,30 Sep 2020,BUPA Insurance Limited,Not upheld,,Insurance
DRN-1382866,decision/DRN-1382866.pdf,Decision Reference DRN-1382866,30 Sep 2020,Zenith Insurance,Upheld,,Insurance
DRN-2039096,decision/DRN-2039096.pdf,Decision Reference DRN-2039096,30 Sep 2020,ERGO Reiseversicherung AG,Not upheld,,Insurance
DRN-2050101,decision/DRN-2050101.pdf,Decision Reference DRN-2050101,30 Sep 2020,The National Farmers' Union Mutual Insurance Society Limited,Not upheld,,Insurance
DRN-2219653,decision/DRN-2219653.pdf,Decision Reference DRN-2219653,30 Sep 2020,AXA Insurance UK Plc,Not upheld,,Insurance
DRN-1922834,decision/DRN-1922834.pdf,Decision Reference DRN-1922834,30 Sep 2020,U K Insurance Limited,Upheld,,Insurance
DRN-2162585,decision/DRN-2162585.pdf,Decision Reference DRN-2162585,30 Sep 2020,ERGO Reiseversicherung AG,Upheld,,Insurance
DRN-2020957,decision/DRN-2020957.pdf,Decision Reference DRN-2020957,30 Sep 2020,QIC Europe Ltd,Not upheld,,Insurance
DRN-1294389,decision/DRN-1294389.pdf,Decision Reference DRN-1294389,30 Sep 2020,London General Insurance Company Limited,Upheld,,Insurance
DRN-1593292,decision/DRN-1593292.pdf,Decision Reference DRN-1593292,30 Sep 2020,Lloyds Bank PLC,Not upheld,,Insurance
DRN-1192249,decision/DRN-1192249.pdf,Decision Reference DRN-1192249,30 Sep 2020,Aviva Insurance Limited,Upheld,,Insurance
DRN4704195,decision/DRN4704195.pdf,Decision Reference DRN4704195,29 Sep 2020,Unum Ltd,Not upheld,,Insurance (excluding PPI)
DRN-2218496,decision/DRN-2218496.pdf,Decision Reference DRN-2218496,29 Sep 2020,Amtrust International Underwriters DAC,Upheld,,Insurance
DRN-2187084,decision/DRN-2187084.pdf,Decision Reference DRN-2187084,29 Sep 2020,U K Insurance Limited,Upheld,,Insurance
DRN-2115010,decision/DRN-2115010.pdf,Decision Reference DRN-2115010,29 Sep 2020,AXA Insurance UK Plc,Not upheld,,Insurance
