decision_id,location,title,date,company,decision,extras,tag
DRN-3197699,decision/DRN-3197699.pdf,Decision Reference DRN-3197699,31 Dec 2021,U K Insurance Limited,Upheld,,Insurance
DRN-3189183,decision/DRN-3189183.pdf,Decision Reference DRN-3189183,31 Dec 2021,AXA PPP Healthcare Limited,Not upheld,,Insurance
DRN-3063031,decision/DRN-3063031.pdf,Decision Reference DRN-3063031,31 Dec 2021,AXA Insurance UK Plc,Not upheld,,Insurance
DRN-3021790,decision/DRN-3021790.pdf,Decision Reference DRN-3021790,31 Dec 2021,The National Farmers' Union Mutual Insurance Society Limited,Not upheld,,Insurance
DRN-3125100,decision/DRN-3125100.pdf,Decision Reference DRN-3125100,31 Dec 2021,Royal & Sun Alliance Insurance Limited,Not upheld,,Insurance
DRN-3198300,decision/DRN-3198300.pdf,Decision Reference DRN-3198300,31 Dec 2021,China Taiping Insurance (UK) Co Ltd,Not upheld,,Insurance
DRN-3170927,decision/DRN-3170927.pdf,Decision Reference DRN-3170927,31 Dec 2021,Society of Lloyd's,Upheld,,Insurance
DRN-3225184,decision/DRN-3225184.pdf,Decision Reference DRN-3225184,31 Dec 2021,China Taiping Insurance (UK) Co Ltd,Not upheld,,Insurance
DRN-3225022,decision/DRN-3225022.pdf,Decision Reference DRN-3225022,31 Dec 2021,China Taiping Insurance (UK) Co Ltd,Not upheld,,Insurance
DRN-3187438,decision/DRN-3187438.pdf,Decision Reference DRN-3187438,30 Dec 2021,Fairmead Insurance Limited,Not upheld,,Insurance
DRN-3053915,decision/DRN-3053915.pdf,Decision Reference DRN-3053915,30 Dec 2021,Brunel Insurance Brokers Limited,Upheld,,Insurance
DRN-3205265,decision/DRN-3205265.pdf,Decision Reference DRN-3205265,30 Dec 2021,Highway Insurance Company Limited,Upheld,,Insurance
DRN-3223686,decision/DRN-3223686.pdf,Decision Reference DRN-3223686,30 Dec 2021,Acromas Insurance Company Limited,Not upheld,,Insurance
DRN-3230746,decision/DRN-3230746.pdf,Decision Reference DRN-3230746,30 Dec 2021,U K Insurance Limited,Not upheld,,Insurance
DRN-2901198,decision/DRN-2901198.pdf,Decision Reference DRN-2901198,30 Dec 2021,Canada Life Limited,Not upheld,,Insurance
DRN-3223666,decision/DRN-3223666.pdf,Decision Reference DRN-3223666,30 Dec 2021,Royal & Sun Alliance Insurance Limited,Not upheld,,Insurance
DRN-3110586,decision/DRN-3110586.pdf,Decision Reference DRN-3110586,30 Dec 2021,Hiscox Insurance Company Limited,Not upheld,,Insurance
DRN-3225751,decision/DRN-3225751.pdf,Decision Reference DRN-3225751,30 Dec 2021,Insurance Factory Ltd,Upheld,,Insurance
DRN-3115371,decision/DRN-3115371.pdf,Decision Reference DRN-3115371,30 Dec 2021,Legal and General Assurance Society Limited,Not upheld,,Insurance
DRN-3185794,decision/DRN-3185794.pdf,Decision Reference DRN-3185794,30 Dec 2021,British Gas Insurance Limited,Not upheld,,Insurance
DRN-3130320,decision/DRN-3130320.pdf,Decision Reference DRN-3130320,30 Dec 2021,Admiral Insurance Company Limited,Not upheld,,Insurance
DRN-3231980,decision/DRN-3231980.pdf,Decision Reference DRN-3231980,30 Dec 2021,Royal & Sun Alliance Insurance Limited,Not upheld,,Insurance
DRN-3158675,decision/DRN-3158675.pdf,Decision Reference DRN-3158675,30 Dec 2021,AXA PPP Healthcare Limited,Not upheld,,Insurance
DRN-3199147,decision/DRN-3199147.pdf,Decision Reference DRN-3199147,30 Dec 2021,esure Insurance Limited,Not upheld,,Insurance
DRN-3202476,decision/DRN-3202476.pdf,Decision Reference DRN-3202476,30 Dec 2021,Berkshire Hathaway International Insurance Ltd,Not upheld,,Insurance
DRN-3207168,decision/DRN-3207168.pdf,Decision Reference DRN-3207168,30 Dec 2021,KGM Underwriting Services Limited,Not upheld,,Insurance
DRN-3160892,decision/DRN-3160892.pdf,Decision Reference DRN-3160892,30 Dec 2021,Somerset Bridge Insurance Services Limited,Not upheld,,Insurance
DRN-3232044,decision/DRN-3232044.pdf,Decision Reference DRN-3232044,30 Dec 2021,Calpe Insurance Company Limited,Upheld,,Insurance
DRN-3189848,decision/DRN-3189848.pdf,Decision Reference DRN-3189848,29 Dec 2021,Lloyds Bank General Insurance Limited,Not upheld,,Insurance
DRN-3118410,decision/DRN-3118410.pdf,Decision Reference DRN-3118410,29 Dec 2021,Admiral Insurance Company Limited,Not upheld,,Insurance
DRN-3134870,decision/DRN-3134870.pdf,Decision Reference DRN-3134870,29 Dec 2021,Ageas Insurance Limited,Upheld,,Insurance
DRN-3202625,decision/DRN-3202625.pdf,Decision Reference DRN-3202625,29 Dec 2021,AA Underwriting Insurance Company Limited,Upheld,,Insurance
DRN-3202158,decision/DRN-3202158.pdf,Decision Reference DRN-3202158,29 Dec 2021,U K Insurance Limited,Not upheld,,Insurance
DRN-3198824,decision/DRN-3198824.pdf,Decision Reference DRN-3198824,29 Dec 2021,U K Insurance Limited,Not upheld,,Insurance
DRN-3205812,decision/DRN-3205812.pdf,Decision Reference DRN-3205812,29 Dec 2021,Aviva Insurance Limited,Not upheld,,Insurance
DRN-3231487,decision/DRN-3231487.pdf,Decision Reference DRN-3231487,29 Dec 2021,Acromas Insurance Company Limited,Not upheld,,Insurance
DRN-3211565,decision/DRN-3211565.pdf,Decision Reference DRN-3211565,29 Dec 2021,Admiral Insurance Company Limited,Upheld,,Insurance
DRN-3039068,decision/DRN-3039068.pdf,Decision Reference DRN-3039068,29 Dec 2021,Great Lakes Insurance SE,Not upheld,,Insurance
DRN-3223727,decision/DRN-3223727.pdf,Decision Reference DRN-3223727,29 Dec 2021,U K Insurance Limited,Upheld,,Insurance
DRN-3223816,decision/DRN-3223816.pdf,Decision Reference DRN-3223816,29 Dec 2021,U K Insurance Limited,Upheld,,Insurance
DRN-3211590,decision/DRN-3211590.pdf,Decision Reference DRN-3211590,29 Dec 2021,Aviva Insurance Limited,Not upheld,,Insurance
DRN-3124370,decision/DRN-3124370.pdf,Decision Reference DRN-3124370,28 Dec 2021,AXA Insurance Designated Activity Company,Upheld,,Insurance
DRN-3148381,decision/DRN-3148381.pdf,Decision Reference DRN-3148381,27 Dec 2021,Aviva Insurance Limited,Not upheld,,Insurance
DRN-3148756,decision/DRN-3148756.pdf,Decision Reference DRN-3148756,24 Dec 2021,Ageas Insurance Limited,Not upheld,,Insurance
DRN-3202016,decision/DRN-3202016.pdf,Decision Reference DRN-3202016,24 Dec 2021,AXA Insurance UK Plc,Not upheld,,Insurance
DRN-3086940,decision/DRN-3086940.pdf,Decision Reference DRN-3086940,24 Dec 2021,Union Reiseversicherung AG,Not upheld,,Insurance
DRN-3194449,decision/DRN-3194449.pdf,Decision Reference DRN-3194449,23 Dec 2021,Arch Insurance (UK) Limited,Not upheld,,Insurance
DRN-3225728,decision/DRN-3225728.pdf,Decision Reference DRN-3225728,23 Dec 2021,Ageas Insurance Limited,Not upheld,,Insurance
DRN-2953794,decision/DRN-2953794.pdf,Decision Reference DRN-2953794,23 Dec 2021,China Taiping Insurance (UK) Co Ltd,Not upheld,,Insurance
DRN-3102482,decision/DRN-3102482.pdf,Decision Reference DRN-3102482,23 Dec 2021,The National Farmers' Union Mutual Insurance Society Limited,Not upheld,,Insurance
DRN-3188593,decision/DRN-3188593.pdf,Decision Reference DRN-3188593,23 Dec 2021,China Taiping Insurance (UK) Co Ltd,Not upheld,,Insurance
DRN-3191058,decision/DRN-3191058.pdf,Decision Reference DRN-3191058,23 Dec 2021,China Taiping Insurance (UK) Co Ltd,Not upheld,,Insurance
DRN-3216168,decision/DRN-3216168.pdf,Decision Reference DRN-3216168,23 Dec 2021,China Taiping Insurance (UK) Co Ltd,Not upheld,,Insurance
DRN-2960746,decision/DRN-2960746.pdf,Decision Reference DRN-2960746,23 Dec 2021,QBE UK Limited,Not upheld,,Insurance
DRN-3212687,decision/DRN-3212687.pdf,Decision Reference DRN-3212687,23 Dec 2021,QIC Europe Ltd,Not upheld,,Insurance
DRN-3067063,decision/DRN-3067063.pdf,Decision Reference DRN-3067063,23 Dec 2021,The National Farmers' Union Mutual Insurance Society Limited,Not upheld,,Insurance
DRN-3195493,decision/DRN-3195493.pdf,Decision Reference DRN-3195493,23 Dec 2021,British Gas Insurance Limited,Upheld,,Insurance
DRN-2738612,decision/DRN-2738612.pdf,Decision Reference DRN-2738612,23 Dec 2021,Brightside Insurance Services Limited,Not upheld,,Insurance
DRN-3060195,decision/DRN-3060195.pdf,Decision Reference DRN-3060195,23 Dec 2021,Lloyds Bank General Insurance Limited,Not upheld,,Insurance
DRN-3227762,decision/DRN-3227762.pdf,Decision Reference DRN-3227762,23 Dec 2021,Zenith Insurance plc,Upheld,,Insurance
DRN-3080627,decision/DRN-3080627.pdf,Decision Reference DRN-3080627,23 Dec 2021,esure Insurance Limited,Not upheld,,Insurance
DRN-3216127,decision/DRN-3216127.pdf,Decision Reference DRN-3216127,23 Dec 2021,Markerstudy Insurance Company Limited,Upheld,,Insurance
DRN-3130849,decision/DRN-3130849.pdf,Decision Reference DRN-3130849,23 Dec 2021,esure Insurance Limited,Not upheld,,Insurance
DRN-3224295,decision/DRN-3224295.pdf,Decision Reference DRN-3224295,23 Dec 2021,U K Insurance Limited,Not upheld,,Insurance
DRN-3160425,decision/DRN-3160425.pdf,Decision Reference DRN-3160425,23 Dec 2021,Covea Insurance plc,Not upheld,,Insurance
DRN-3198773,decision/DRN-3198773.pdf,Decision Reference DRN-3198773,23 Dec 2021,Union Reiseversicherung AG,Upheld,,Insurance
DRN-3210848,decision/DRN-3210848.pdf,Decision Reference DRN-3210848,23 Dec 2021,Zenith Insurance plc,Not upheld,,Insurance
DRN-3227747,decision/DRN-3227747.pdf,Decision Reference DRN-3227747,23 Dec 2021,Liverpool Victoria Insurance Company Limited,Upheld,,Insurance
DRN-3119250,decision/DRN-3119250.pdf,Decision Reference DRN-3119250,22 Dec 2021,Ageas Insurance Limited,Not upheld,,Insurance
DRN-3119342,decision/DRN-3119342.pdf,Decision Reference DRN-3119342,22 Dec 2021,Royal & Sun Alliance Insurance Limited,Upheld,,Insurance
DRN-3192973,decision/DRN-3192973.pdf,Decision Reference DRN-3192973,22 Dec 2021,Skyfire Insurance Company Limited,Not upheld,,Insurance
DRN-3134457,decision/DRN-3134457.pdf,Decision Reference DRN-3134457,22 Dec 2021,MCE Insurance Company Limited,Not upheld,,Insurance
DRN-3166101,decision/DRN-3166101.pdf,Decision Reference DRN-3166101,22 Dec 2021,AXA Insurance UK Plc,Upheld,,Insurance
DRN-3226093,decision/DRN-3226093.pdf,Decision Reference DRN-3226093,22 Dec 2021,Great Lakes Insurance SE,Upheld,,Insurance
DRN-3225067,decision/DRN-3225067.pdf,Decision Reference DRN-3225067,22 Dec 2021,Close Brothers Limited,Upheld,,Insurance
DRN-3140840,decision/DRN-3140840.pdf,Decision Reference DRN-3140840,22 Dec 2021,AXA Insurance UK Plc,Upheld,,Insurance
DRN-3215024,decision/DRN-3215024.pdf,Decision Reference DRN-3215024,22 Dec 2021,DAS Legal Expenses Insurance Company Limited,Not upheld,,Insurance
DRN-3223783,decision/DRN-3223783.pdf,Decision Reference DRN-3223783,22 Dec 2021,Fairmead Insurance Limited,Not upheld,,Insurance
DRN-3148214,decision/DRN-3148214.pdf,Decision Reference DRN-3148214,22 Dec 2021,QBE UK Limited,Not upheld,,Insurance
DRN-3192496,decision/DRN-3192496.pdf,Decision Reference DRN-3192496,22 Dec 2021,Aviva Insurance Limited,Not upheld,,Insurance
DRN-3224382,decision/DRN-3224382.pdf,Decision Reference DRN-3224382,22 Dec 2021,The National Farmers' Union Mutual Insurance Society Limited,Upheld,,Insurance
DRN-3219779,decision/DRN-3219779.pdf,Decision Reference DRN-3219779,22 Dec 2021,British Gas Insurance Limited,Upheld,,Insurance
DRN-3205003,decision/DRN-3205003.pdf,Decision Reference DRN-3205003,22 Dec 2021,Zurich Insurance PLC,Upheld,,Insurance
DRN-3188725,decision/DRN-3188725.pdf,Decision Reference DRN-3188725,22 Dec 2021,Zurich Insurance PLC,Not upheld,,Insurance
DRN-3206832,decision/DRN-3206832.pdf,Decision Reference DRN-3206832,22 Dec 2021,esure Insurance Limited,Not upheld,,Insurance
DRN-3197736,decision/DRN-3197736.pdf,Decision Reference DRN-3197736,22 Dec 2021,Amtrust Europe Limited,Upheld,,Insurance
DRN-3225760,decision/DRN-3225760.pdf,Decision Reference DRN-3225760,22 Dec 2021,Highworth Insurance Limited,Upheld,,Insurance
DRN-3181630,decision/DRN-3181630.pdf,Decision Reference DRN-3181630,22 Dec 2021,Union Reiseversicherung AG,Upheld,,Insurance
DRN-3218049,decision/DRN-3218049.pdf,Decision Reference DRN-3218049,22 Dec 2021,Aviva Insurance Limited,Not upheld,,Insurance
DRN-3190109,decision/DRN-3190109.pdf,Decision Reference DRN-3190109,22 Dec 2021,U K Insurance Limited,Not upheld,,Insurance
DRN-3183874,decision/DRN-3183874.pdf,Decision Reference DRN-3183874,22 Dec 2021,U K Insurance Limited,Upheld,,Insurance
DRN-3157175,decision/DRN-3157175.pdf,Decision Reference DRN-3157175,22 Dec 2021,The National Farmers' Union Mutual Insurance Society Limited,Upheld,,Insurance
DRN-3225787,decision/DRN-3225787.pdf,Decision Reference DRN-3225787,22 Dec 2021,Admiral Insurance Company Limited,Upheld,,Insurance
DRN-3214825,decision/DRN-3214825.pdf,Decision Reference DRN-3214825,22 Dec 2021,Rentokil Insurance Limited,Not upheld,,Insurance
DRN-3115455,decision/DRN-3115455.pdf,Decision Reference DRN-3115455,21 Dec 2021,AXA Insurance UK Plc,Not upheld,,Insurance
DRN-3164417,decision/DRN-3164417.pdf,Decision Reference DRN-3164417,21 Dec 2021,Fairmead Insurance Limited,Upheld,,Insurance
DRN-3223165,decision/DRN-3223165.pdf,Decision Reference DRN-3223165,21 Dec 2021,The National Farmers' Union Mutual Insurance Society Limited,Not upheld,,Insurance
DRN-3225103,decision/DRN-3225103.pdf,Decision Reference DRN-3225103,21 Dec 2021,Markerstudy Insurance Company Limited,Upheld,,Insurance
DRN-3202439,decision/DRN-3202439.pdf,Decision Reference DRN-3202439,21 Dec 2021,EUI Limited,Not upheld,,Insurance
DRN-3224990,decision/DRN-3224990.pdf,Decision Reference DRN-3224990,21 Dec 2021,Fairmead Insurance Limited,Not upheld,,Insurance
DRN-3184292,decision/DRN-3184292.pdf,Decision Reference DRN-3184292,21 Dec 2021,Aviva Insurance Limited,Not upheld,,Insurance
DRN-3129225,decision/DRN-3129225.pdf,Decision Reference DRN-3129225,21 Dec 2021,Admiral Insurance (Gibraltar) Limited,Not upheld,,Insurance
