decision_id,location,title,date,company,decision,extras,tag
DRN2139987,decision/DRN2139987.pdf,Decision Reference DRN2139987,31 Dec 2019,British Gas Insurance Limited,Not upheld,,Insurance (excluding PPI)
DRN8620027,decision/DRN8620027.pdf,Decision Reference DRN8620027,31 Dec 2019,Legal & General Insurance Limited,Upheld,,Insurance (excluding PPI)
DRN2560979,decision/DRN2560979.pdf,Decision Reference DRN2560979,31 Dec 2019,UK Insurance Limited,Not upheld,,Insurance (excluding PPI)
DRN5328912,decision/DRN5328912.pdf,Decision Reference DRN5328912,31 Dec 2019,Inter Partner Assistance SA,Not upheld,,Insurance (excluding PPI)
DRN0200184,decision/DRN0200184.pdf,Decision Reference DRN0200184,31 Dec 2019,Aviva Insurance Limited,Not upheld,,Insurance (excluding PPI)
DRN0246118,decision/DRN0246118.pdf,Decision Reference DRN0246118,31 Dec 2019,Great Lakes Insurance SE,Not upheld,,Insurance (excluding PPI)
DRN9827202,decision/DRN9827202.pdf,Decision Reference DRN9827202,31 Dec 2019,Advantage Insurance Company Limited,Not upheld,,Insurance (excluding PPI)
DRN3895816,decision/DRN3895816.pdf,Decision Reference DRN3895816,31 Dec 2019,British Gas Insurance Limited,Not upheld,,Insurance (excluding PPI)
DRN4249911,decision/DRN4249911.pdf,Decision Reference DRN4249911,31 Dec 2019,Tradewise Insurance Company Limited,Not upheld,,Insurance (excluding PPI)
DRN3561457,decision/DRN3561457.pdf,Decision Reference DRN3561457,31 Dec 2019,BISL Limited,Not upheld,,Insurance (excluding PPI)
DRN6574075,decision/DRN6574075.pdf,Decision Reference DRN6574075,31 Dec 2019,Lloyds Bank Insurance Services Limited,Not upheld,,Insurance (excluding PPI)
DRN3229765,decision/DRN3229765.pdf,Decision Reference DRN3229765,30 Dec 2019,Aviva Insurance Limited,Not upheld,,Insurance (excluding PPI)
DRN1288534,decision/DRN1288534.pdf,Decision Reference DRN1288534,30 Dec 2019,Paymentshield Ltd,Not upheld,,Insurance (excluding PPI)
DRN9574608,decision/DRN9574608.pdf,Decision Reference DRN9574608,30 Dec 2019,Admiral Insurance Company Limited,Upheld,,Insurance (excluding PPI)
DRN4156170,decision/DRN4156170.pdf,Decision Reference DRN4156170,30 Dec 2019,Somerset Bridge Insurance Services Limited,Upheld,,Insurance (excluding PPI)
DRN4549903,decision/DRN4549903.pdf,Decision Reference DRN4549903,30 Dec 2019,Aviva Insurance Limited,Not upheld,,Insurance (excluding PPI)
DRN8583584,decision/DRN8583584.pdf,Decision Reference DRN8583584,30 Dec 2019,Skyfire Insurance Company Limited,Not upheld,,Insurance (excluding PPI)
DRN7204051,decision/DRN7204051.pdf,Decision Reference DRN7204051,30 Dec 2019,Covea Insurance plc,Not upheld,,Insurance (excluding PPI)
DRN0815849,decision/DRN0815849.pdf,Decision Reference DRN0815849,30 Dec 2019,Adrian Flux Insurance Services Group,Not upheld,,Insurance (excluding PPI)
DRN9739385,decision/DRN9739385.pdf,Decision Reference DRN9739385,30 Dec 2019,UK Insurance Limited,Not upheld,,Insurance (excluding PPI)
DRN4182527,decision/DRN4182527.pdf,Decision Reference DRN4182527,30 Dec 2019,Aioi Nissay Dowa Insurance Company of Europe SE,Not upheld,,Insurance (excluding PPI)
DRN0482598,decision/DRN0482598.pdf,Decision Reference DRN0482598,30 Dec 2019,Aviva Insurance Limited,Not upheld,,Insurance (excluding PPI)
DRN1104756,decision/DRN1104756.pdf,Decision Reference DRN1104756,30 Dec 2019,Aviva Life & Pensions UK Limited,Not upheld,,Insurance (excluding PPI)
DRN-1089873,decision/DRN-1089873.pdf,Decision Reference DRN-1089873,26 Dec 2019,ATLANTA 1 INSURANCE SERVICES LIMITED,Not upheld,,Insurance
DRN-1284059,decision/DRN-1284059.pdf,Decision Reference DRN-1284059,26 Dec 2019,Acorn Insurance & Financial Services Ltd,Not upheld,,Insurance
DRN-1058354,decision/DRN-1058354.pdf,Decision Reference DRN-1058354,26 Dec 2019,Liverpool Victoria Insurance Company Limited,Not upheld,,Insurance
DRN4044805,decision/DRN4044805.pdf,Decision Reference DRN4044805,24 Dec 2019,CIS General Insurance Limited,Not upheld,,Insurance (excluding PPI)
DRN1810841,decision/DRN1810841.pdf,Decision Reference DRN1810841,24 Dec 2019,Aviva Insurance Limited,Upheld,,Insurance (excluding PPI)
DRN1984523,decision/DRN1984523.pdf,Decision Reference DRN1984523,24 Dec 2019,Lloyds Bank General Insurance Limited,Upheld,,Insurance (excluding PPI)
DRN8447839,decision/DRN8447839.pdf,Decision Reference DRN8447839,24 Dec 2019,Euler Hermes SA/NV,Not upheld,,Insurance (excluding PPI)
DRN3005759,decision/DRN3005759.pdf,Decision Reference DRN3005759,24 Dec 2019,Royal & Sun Alliance Insurance Plc,Upheld,,Insurance (excluding PPI)
DRN8893489,decision/DRN8893489.pdf,Decision Reference DRN8893489,24 Dec 2019,AXA Insurance UK Plc,Upheld,,Insurance (excluding PPI)
DRN8369188,decision/DRN8369188.pdf,Decision Reference DRN8369188,24 Dec 2019,Great Lakes Insurance SE,Not upheld,,Insurance (excluding PPI)
DRN0026158,decision/DRN0026158.pdf,Decision Reference DRN0026158,24 Dec 2019,Elite Insurance Company Limited (In Administration),Not upheld,,Insurance (excluding PPI)
DRN8915195,decision/DRN8915195.pdf,Decision Reference DRN8915195,24 Dec 2019,Admiral Insurance Company Limited,Upheld,,Insurance (excluding PPI)
DRN3507928,decision/DRN3507928.pdf,Decision Reference DRN3507928,24 Dec 2019,UK Insurance Limited,Not upheld,,Insurance (excluding PPI)
DRN6661700,decision/DRN6661700.pdf,Decision Reference DRN6661700,24 Dec 2019,Somerset Bridge Insurance Services Limited,Upheld,,Insurance (excluding PPI)
DRN7792177,decision/DRN7792177.pdf,Decision Reference DRN7792177,24 Dec 2019,BISL Limited,Not upheld,,Insurance (excluding PPI)
DRN8657157,decision/DRN8657157.pdf,Decision Reference DRN8657157,24 Dec 2019,Legal & General Insurance Limited,Not upheld,,Insurance (excluding PPI)
DRN0490280,decision/DRN0490280.pdf,Decision Reference DRN0490280,24 Dec 2019,Lloyds Bank General Insurance Limited,Not upheld,,Insurance (excluding PPI)
DRN7256311,decision/DRN7256311.pdf,Decision Reference DRN7256311,24 Dec 2019,Liverpool Victoria Insurance Company Limited,Not upheld,,Insurance (excluding PPI)
DRN2862045,decision/DRN2862045.pdf,Decision Reference DRN2862045,24 Dec 2019,esure Insurance Limited,Not upheld,,Insurance (excluding PPI)
DRN3528242,decision/DRN3528242.pdf,Decision Reference DRN3528242,23 Dec 2019,Aviva Insurance Limited,Not upheld,,Insurance (excluding PPI)
DRN0542546,decision/DRN0542546.pdf,Decision Reference DRN0542546,23 Dec 2019,AWP P&C SA,Upheld,,Insurance (excluding PPI)
DRN7023823,decision/DRN7023823.pdf,Decision Reference DRN7023823,23 Dec 2019,RAC Financial Services Ltd,Upheld,,Insurance (excluding PPI)
DRN7213199,decision/DRN7213199.pdf,Decision Reference DRN7213199,23 Dec 2019,ITC Compliance Limited,Not upheld,,Insurance (excluding PPI)
DRN3024301,decision/DRN3024301.pdf,Decision Reference DRN3024301,23 Dec 2019,UK Insurance Limited,Not upheld,,Insurance (excluding PPI)
DRN7222311,decision/DRN7222311.pdf,Decision Reference DRN7222311,23 Dec 2019,Red Sands Insurance Company (Europe) Limited,Upheld,,Insurance (excluding PPI)
DRN9375460,decision/DRN9375460.pdf,Decision Reference DRN9375460,23 Dec 2019,UK Insurance Limited,Not upheld,,Insurance (excluding PPI)
