decision_id,location,title,date,company,decision,extras,tag
DRN-4221458,decision/DRN-4221458.pdf,Decision Reference DRN-4221458,30 Jun 2023,Acromas Insurance Company Limited,Upheld,,Insurance
DRN-3784438,decision/DRN-3784438.pdf,Decision Reference DRN-3784438,30 Jun 2023,Arch Insurance (UK) Limited,Upheld,,Insurance
DRN-4178061,decision/DRN-4178061.pdf,Decision Reference DRN-4178061,30 Jun 2023,Fortegra Europe Insurance Company Ltd,Upheld,,Insurance
DRN-4213307,decision/DRN-4213307.pdf,Decision Reference DRN-4213307,30 Jun 2023,British Gas Services Limited,Not upheld,,Insurance
DRN-4142959,decision/DRN-4142959.pdf,Decision Reference DRN-4142959,30 Jun 2023,AXA PPP Healthcare Limited,Not upheld,,Insurance
DRN-4209946,decision/DRN-4209946.pdf,Decision Reference DRN-4209946,30 Jun 2023,Aviva Insurance Limited,Not upheld,,Insurance
DRN-4196808,decision/DRN-4196808.pdf,Decision Reference DRN-4196808,30 Jun 2023,Skyfire Insurance Company Limited,Not upheld,,Insurance
DRN-4109298,decision/DRN-4109298.pdf,Decision Reference DRN-4109298,30 Jun 2023,Amtrust Europe Limited,Not upheld,,Insurance
DRN-4112536,decision/DRN-4112536.pdf,Decision Reference DRN-4112536,30 Jun 2023,Sainsbury's Bank Plc,Upheld,,Insurance
DRN-4176133,decision/DRN-4176133.pdf,Decision Reference DRN-4176133,30 Jun 2023,Great Lakes Insurance SE,Not upheld,,Insurance
DRN-4152971,decision/DRN-4152971.pdf,Decision Reference DRN-4152971,30 Jun 2023,Aviva Life & Pensions UK Limited,Not upheld,,Insurance
DRN-4185700,decision/DRN-4185700.pdf,Decision Reference DRN-4185700,30 Jun 2023,Aviva Insurance Limited,Not upheld,,Insurance
DRN-4213986,decision/DRN-4213986.pdf,Decision Reference DRN-4213986,30 Jun 2023,National House-Building Council,Upheld,,Insurance
DRN-4158419,decision/DRN-4158419.pdf,Decision Reference DRN-4158419,30 Jun 2023,Urban Jungle Services Ltd,Upheld,,Insurance
DRN-4219751,decision/DRN-4219751.pdf,Decision Reference DRN-4219751,30 Jun 2023,Aviva Insurance Limited,Upheld,,Insurance
DRN-4147069,decision/DRN-4147069.pdf,Decision Reference DRN-4147069,30 Jun 2023,Advantage Insurance Company Limited,Not upheld,,Insurance
DRN-4194694,decision/DRN-4194694.pdf,Decision Reference DRN-4194694,30 Jun 2023,U K Insurance Limited,Upheld,,Insurance
DRN-4204749,decision/DRN-4204749.pdf,Decision Reference DRN-4204749,30 Jun 2023,Vitality Health Limited,Upheld,,Insurance
DRN-4209435,decision/DRN-4209435.pdf,Decision Reference DRN-4209435,30 Jun 2023,Xbridge Limited,Not upheld,,Insurance
DRN-4197766,decision/DRN-4197766.pdf,Decision Reference DRN-4197766,30 Jun 2023,Great Lakes Insurance SE,Not upheld,,Insurance
DRN-4218783,decision/DRN-4218783.pdf,Decision Reference DRN-4218783,30 Jun 2023,Ageas Insurance Limited,Not upheld,,Insurance
DRN-4176236,decision/DRN-4176236.pdf,Decision Reference DRN-4176236,30 Jun 2023,Folgate Insurance Company Ltd,Upheld,,Insurance
DRN-4191453,decision/DRN-4191453.pdf,Decision Reference DRN-4191453,30 Jun 2023,Aviva Insurance Limited,Not upheld,,Insurance
DRN-3956414,decision/DRN-3956414.pdf,Decision Reference DRN-3956414,30 Jun 2023,Zurich Insurance PLC,Not upheld,,Insurance
DRN-4220809,decision/DRN-4220809.pdf,Decision Reference DRN-4220809,30 Jun 2023,Aviva Insurance Limited,Upheld,,Insurance
DRN-4205183,decision/DRN-4205183.pdf,Decision Reference DRN-4205183,30 Jun 2023,Post Office Management Services Limited,Not upheld,,Insurance
DRN-4006978,decision/DRN-4006978.pdf,Decision Reference DRN-4006978,30 Jun 2023,esure Insurance Limited,Not upheld,,Insurance
DRN-3314895,decision/DRN-3314895.pdf,Decision Reference DRN-3314895,30 Jun 2023,Covea Insurance plc,Not upheld,,Insurance
DRN-4179969,decision/DRN-4179969.pdf,Decision Reference DRN-4179969,30 Jun 2023,One Call Insurance Services Limited,Not upheld,,Insurance
DRN-4220555,decision/DRN-4220555.pdf,Decision Reference DRN-4220555,30 Jun 2023,AWP P&C SA,Upheld,,Insurance
DRN-4166828,decision/DRN-4166828.pdf,Decision Reference DRN-4166828,30 Jun 2023,One Insurance Limited,Upheld,,Insurance
DRN-4196153,decision/DRN-4196153.pdf,Decision Reference DRN-4196153,30 Jun 2023,Haven Insurance Company Limited,Upheld,,Insurance
DRN-4204957,decision/DRN-4204957.pdf,Decision Reference DRN-4204957,30 Jun 2023,esure Insurance Limited,Not upheld,,Insurance
DRN-3931184,decision/DRN-3931184.pdf,Decision Reference DRN-3931184,30 Jun 2023,AXA Insurance UK Plc,Upheld,,Insurance
DRN-4160689,decision/DRN-4160689.pdf,Decision Reference DRN-4160689,30 Jun 2023,Domestic & General Insurance Plc,Not upheld,,Insurance
DRN-4100021,decision/DRN-4100021.pdf,Decision Reference DRN-4100021,30 Jun 2023,U K Insurance Limited,Upheld,,Insurance
DRN-4196969,decision/DRN-4196969.pdf,Decision Reference DRN-4196969,30 Jun 2023,Inter Partner Assistance SA,Upheld,,Insurance
DRN-4120442,decision/DRN-4120442.pdf,Decision Reference DRN-4120442,30 Jun 2023,TICORP Limited,Upheld,,Insurance
DRN-4141206,decision/DRN-4141206.pdf,Decision Reference DRN-4141206,30 Jun 2023,West Bay Insurance Plc,Not upheld,,Insurance
DRN-4220123,decision/DRN-4220123.pdf,Decision Reference DRN-4220123,30 Jun 2023,Aviva Insurance Limited,Upheld,,Insurance
DRN-4095248,decision/DRN-4095248.pdf,Decision Reference DRN-4095248,30 Jun 2023,U K Insurance Limited,Upheld,,Insurance
DRN-3904333,decision/DRN-3904333.pdf,Decision Reference DRN-3904333,30 Jun 2023,Lloyds Bank General Insurance Limited,Not upheld,,Insurance
DRN-4035854,decision/DRN-4035854.pdf,Decision Reference DRN-4035854,30 Jun 2023,First Central Insurance Management Limited,Not upheld,,Insurance
DRN-4068870,decision/DRN-4068870.pdf,Decision Reference DRN-4068870,30 Jun 2023,Astrenska Insurance Limited,Not upheld,,Insurance
