decision_id,location,title,date,company,decision,extras,tag
DRN0868745,decision/DRN0868745.pdf,Decision Reference DRN0868745,31 Mar 2019,Ageas Insurance Limited,Not upheld,,Insurance (excluding PPI)
DRN2890360,decision/DRN2890360.pdf,Decision Reference DRN2890360,31 Mar 2019,Europa Group Limited,Not upheld,,Insurance (excluding PPI)
DRN0737373,decision/DRN0737373.pdf,Decision Reference DRN0737373,31 Mar 2019,Aviva Insurance Limited,Not upheld,,Insurance (excluding PPI)
DRN7347921,decision/DRN7347921.pdf,Decision Reference DRN7347921,31 Mar 2019,Royal & Sun Alliance Insurance Plc,Upheld,,Insurance (excluding PPI)
DRN5535024,decision/DRN5535024.pdf,Decision Reference DRN5535024,31 Mar 2019,Ageas Insurance Limited,Upheld,,Insurance (excluding PPI)
DRN8019804,decision/DRN8019804.pdf,Decision Reference DRN8019804,31 Mar 2019,UK Insurance Limited,Not upheld,,Insurance (excluding PPI)
DRN8046163,decision/DRN8046163.pdf,Decision Reference DRN8046163,31 Mar 2019,Higos Insurance Services Ltd,Not upheld,,Insurance (excluding PPI)
DRN5442944,decision/DRN5442944.pdf,Decision Reference DRN5442944,31 Mar 2019,AXA PPP Healthcare Limited,Upheld,,Insurance (excluding PPI)
DRN3171247,decision/DRN3171247.pdf,Decision Reference DRN3171247,31 Mar 2019,UK Insurance Limited,Not upheld,,Insurance (excluding PPI)
DRN9202282,decision/DRN9202282.pdf,Decision Reference DRN9202282,31 Mar 2019,Ageas Insurance Limited,Not upheld,,Insurance (excluding PPI)
DRN9858434,decision/DRN9858434.pdf,Decision Reference DRN9858434,31 Mar 2019,LAMP Insurance Company Limited,Not upheld,,Insurance (excluding PPI)
DRN9172100,decision/DRN9172100.pdf,Decision Reference DRN9172100,30 Mar 2019,Strathearn Insurance Services Limited,Upheld,,Insurance (excluding PPI)
DRN7558725,decision/DRN7558725.pdf,Decision Reference DRN7558725,30 Mar 2019,Strathearn Insurance Services Limited,Upheld,,Insurance (excluding PPI)
DRN3622090,decision/DRN3622090.pdf,Decision Reference DRN3622090,30 Mar 2019,Aviva Insurance Limited,Not upheld,,Insurance (excluding PPI)
DRN3468265,decision/DRN3468265.pdf,Decision Reference DRN3468265,30 Mar 2019,"Mapfre Asistencia, Compania Internacional De Seguros y Reaseguros, S.A.",Not upheld,,Insurance (excluding PPI)
DRN6436583,decision/DRN6436583.pdf,Decision Reference DRN6436583,30 Mar 2019,Strathearn Insurance Services Limited,Upheld,,Insurance (excluding PPI)
DRN4034147,decision/DRN4034147.pdf,Decision Reference DRN4034147,30 Mar 2019,CIS General Insurance Limited,Not upheld,,Insurance (excluding PPI)
DRN0225118,decision/DRN0225118.pdf,Decision Reference DRN0225118,30 Mar 2019,Assurant General Insurance Limited,Upheld,,Insurance (excluding PPI)
DRN8603624,decision/DRN8603624.pdf,Decision Reference DRN8603624,30 Mar 2019,Allianz plc,Not upheld,,Insurance (excluding PPI)
DRN9741093,decision/DRN9741093.pdf,Decision Reference DRN9741093,30 Mar 2019,AXA PPP Healthcare Limited,Not upheld,,Insurance (excluding PPI)
DRN2435540,decision/DRN2435540.pdf,Decision Reference DRN2435540,30 Mar 2019,UK Insurance Limited,Not upheld,,Insurance (excluding PPI)
DRN6275033,decision/DRN6275033.pdf,Decision Reference DRN6275033,30 Mar 2019,Allianz Insurance Plc,Not upheld,,Insurance (excluding PPI)
DRN7761224,decision/DRN7761224.pdf,Decision Reference DRN7761224,30 Mar 2019,Advantage Insurance Company Limited,Not upheld,,Insurance (excluding PPI)
DRN6473808,decision/DRN6473808.pdf,Decision Reference DRN6473808,30 Mar 2019,AXA Insurance UK Plc,Not upheld,,Insurance (excluding PPI)
