decision_id,location,title,date,company,decision,extras,tag
DRN-3572608,decision/DRN-3572608.pdf,Decision Reference DRN-3572608,30 Jun 2022,U K Insurance Limited,Not upheld,,Insurance
DRN-3534031,decision/DRN-3534031.pdf,Decision Reference DRN-3534031,30 Jun 2022,"Mapfre Asistencia, Compania Internacional De Seguros y Reaseguros, S.A.",Not upheld,,Insurance
DRN-3548865,decision/DRN-3548865.pdf,Decision Reference DRN-3548865,30 Jun 2022,Allianz Global Corporate & Specialty SE,Not upheld,,Insurance
DRN-3504912,decision/DRN-3504912.pdf,Decision Reference DRN-3504912,30 Jun 2022,esure Insurance Limited,Not upheld,,Insurance
DRN-3479107,decision/DRN-3479107.pdf,Decision Reference DRN-3479107,30 Jun 2022,The National Farmers' Union Mutual Insurance Society Limited,Not upheld,,Insurance
DRN-3369434,decision/DRN-3369434.pdf,Decision Reference DRN-3369434,30 Jun 2022,Advantage Insurance Company Limited,Not upheld,,Insurance
DRN-3436743,decision/DRN-3436743.pdf,Decision Reference DRN-3436743,30 Jun 2022,Covea Insurance plc,Not upheld,,Insurance
DRN-3557527,decision/DRN-3557527.pdf,Decision Reference DRN-3557527,30 Jun 2022,Financial & Legal Insurance Company Ltd,Not upheld,,Insurance
DRN-3543025,decision/DRN-3543025.pdf,Decision Reference DRN-3543025,30 Jun 2022,Fairmead Insurance Limited,Not upheld,,Insurance
DRN-3443320,decision/DRN-3443320.pdf,Decision Reference DRN-3443320,30 Jun 2022,Homeserve Membership Limited,Not upheld,,Insurance
DRN-3572068,decision/DRN-3572068.pdf,Decision Reference DRN-3572068,30 Jun 2022,Royal & Sun Alliance Insurance Limited,Upheld,,Insurance
DRN-3427021,decision/DRN-3427021.pdf,Decision Reference DRN-3427021,30 Jun 2022,Vitality Health Limited,Upheld,,Insurance
DRN-3570857,decision/DRN-3570857.pdf,Decision Reference DRN-3570857,30 Jun 2022,AA Underwriting Insurance Company Limited,Not upheld,,Insurance
DRN-3540164,decision/DRN-3540164.pdf,Decision Reference DRN-3540164,30 Jun 2022,Clear Insurance Management Ltd,Not upheld,,Insurance
DRN-3570417,decision/DRN-3570417.pdf,Decision Reference DRN-3570417,30 Jun 2022,Amtrust Europe Limited,Upheld,,Insurance
DRN-3554823,decision/DRN-3554823.pdf,Decision Reference DRN-3554823,30 Jun 2022,Bought By Many Ltd,Upheld,,Insurance
