decision_id,location,title,date,company,decision,extras,tag
DRN-3366922,decision/DRN-3366922.pdf,Decision Reference DRN-3366922,31 Mar 2022,Lloyds Bank General Insurance Limited,Not upheld,,Insurance
DRN-3304376,decision/DRN-3304376.pdf,Decision Reference DRN-3304376,31 Mar 2022,AXA Insurance UK Plc,Upheld,,Insurance
DRN-3410381,decision/DRN-3410381.pdf,Decision Reference DRN-3410381,31 Mar 2022,American International Group UK Limited,Not upheld,,Insurance
DRN-3314020,decision/DRN-3314020.pdf,Decision Reference DRN-3314020,31 Mar 2022,Acromas Insurance Company Limited,Not upheld,,Insurance
DRN-3237654,decision/DRN-3237654.pdf,Decision Reference DRN-3237654,31 Mar 2022,Aviva Insurance Limited,Not upheld,,Insurance
DRN-3338743,decision/DRN-3338743.pdf,Decision Reference DRN-3338743,31 Mar 2022,esure Insurance Limited,Not upheld,,Insurance
DRN-3253486,decision/DRN-3253486.pdf,Decision Reference DRN-3253486,31 Mar 2022,Liverpool Victoria Insurance Company Limited,Not upheld,,Insurance
DRN-3317696,decision/DRN-3317696.pdf,Decision Reference DRN-3317696,31 Mar 2022,AXA Insurance UK Plc,Not upheld,,Insurance
DRN-3390317,decision/DRN-3390317.pdf,Decision Reference DRN-3390317,31 Mar 2022,Admiral Insurance Company Limited,Not upheld,,Insurance
DRN-3407166,decision/DRN-3407166.pdf,Decision Reference DRN-3407166,31 Mar 2022,Aviva Life & Pensions UK Limited,Upheld,,Insurance
DRN-3351062,decision/DRN-3351062.pdf,Decision Reference DRN-3351062,31 Mar 2022,Amtrust Europe Limited,Not upheld,,Insurance
DRN-3299267,decision/DRN-3299267.pdf,Decision Reference DRN-3299267,31 Mar 2022,Admiral Insurance Company Limited,Upheld,,Insurance
DRN-3183865,decision/DRN-3183865.pdf,Decision Reference DRN-3183865,31 Mar 2022,Assicurazioni Generali SpA,Not upheld,,Insurance
DRN-3298124,decision/DRN-3298124.pdf,Decision Reference DRN-3298124,31 Mar 2022,Royal & Sun Alliance Insurance Limited,Upheld,,Insurance
DRN-3313210,decision/DRN-3313210.pdf,Decision Reference DRN-3313210,31 Mar 2022,BUPA Insurance Limited,Not upheld,,Insurance
DRN-3384582,decision/DRN-3384582.pdf,Decision Reference DRN-3384582,31 Mar 2022,AXA Insurance UK Plc,Not upheld,,Insurance
DRN-3339167,decision/DRN-3339167.pdf,Decision Reference DRN-3339167,31 Mar 2022,HDI Global Specialty SE,Not upheld,,Insurance
DRN-3117017,decision/DRN-3117017.pdf,Decision Reference DRN-3117017,31 Mar 2022,DAS Legal Expenses Insurance Company Limited,Not upheld,,Insurance
DRN-3409778,decision/DRN-3409778.pdf,Decision Reference DRN-3409778,31 Mar 2022,U K Insurance Limited,Upheld,,Insurance
DRN-3389466,decision/DRN-3389466.pdf,Decision Reference DRN-3389466,31 Mar 2022,West Bay Insurance Plc,Upheld,,Insurance
DRN-3372293,decision/DRN-3372293.pdf,Decision Reference DRN-3372293,31 Mar 2022,QIC Europe Ltd,Upheld,,Insurance
DRN-3168748,decision/DRN-3168748.pdf,Decision Reference DRN-3168748,31 Mar 2022,The National Farmers' Union Mutual Insurance Society Limited,Not upheld,,Insurance
DRN-3235605,decision/DRN-3235605.pdf,Decision Reference DRN-3235605,31 Mar 2022,Ageas Insurance Limited,Not upheld,,Insurance
DRN-3339261,decision/DRN-3339261.pdf,Decision Reference DRN-3339261,31 Mar 2022,Great Lakes Insurance SE,Not upheld,,Insurance
DRN-3278503,decision/DRN-3278503.pdf,Decision Reference DRN-3278503,31 Mar 2022,Saga Services Limited,Not upheld,,Insurance
DRN-3409557,decision/DRN-3409557.pdf,Decision Reference DRN-3409557,31 Mar 2022,Aviva Health UK Limited,Not upheld,,Insurance
DRN-3407170,decision/DRN-3407170.pdf,Decision Reference DRN-3407170,31 Mar 2022,esure Insurance Limited,Upheld,,Insurance
DRN-3295916,decision/DRN-3295916.pdf,Decision Reference DRN-3295916,31 Mar 2022,QIC Europe Ltd,Upheld,,Insurance
DRN-3364613,decision/DRN-3364613.pdf,Decision Reference DRN-3364613,31 Mar 2022,EUI Limited,Not upheld,,Insurance
DRN-3355099,decision/DRN-3355099.pdf,Decision Reference DRN-3355099,31 Mar 2022,Hastings Insurance Services Limited,Not upheld,,Insurance
DRN-3329628,decision/DRN-3329628.pdf,Decision Reference DRN-3329628,31 Mar 2022,Admiral Insurance Company Limited,Not upheld,,Insurance
DRN-3340669,decision/DRN-3340669.pdf,Decision Reference DRN-3340669,31 Mar 2022,Aviva Insurance Limited,Upheld,,Insurance
DRN-3390601,decision/DRN-3390601.pdf,Decision Reference DRN-3390601,31 Mar 2022,Admiral Insurance Company Limited,Upheld,,Insurance
DRN-3286801,decision/DRN-3286801.pdf,Decision Reference DRN-3286801,31 Mar 2022,Tesco Personal Finance PLC,Not upheld,,Insurance
DRN-3379153,decision/DRN-3379153.pdf,Decision Reference DRN-3379153,31 Mar 2022,Hyperformance Ltd,Not upheld,,Insurance
DRN-3393361,decision/DRN-3393361.pdf,Decision Reference DRN-3393361,31 Mar 2022,Brightside Insurance Services Limited,Upheld,,Insurance
DRN-3407753,decision/DRN-3407753.pdf,Decision Reference DRN-3407753,31 Mar 2022,West Bay Insurance Plc,Not upheld,,Insurance
DRN-3400612,decision/DRN-3400612.pdf,Decision Reference DRN-3400612,31 Mar 2022,Herts Insurance Consultants Ltd,Not upheld,,Insurance
DRN-3191091,decision/DRN-3191091.pdf,Decision Reference DRN-3191091,31 Mar 2022,Union Reiseversicherung AG,Not upheld,,Insurance
DRN-3208008,decision/DRN-3208008.pdf,Decision Reference DRN-3208008,31 Mar 2022,Brunsdon Insurance Brokers Limited,Not upheld,,Insurance
