decision_id,location,title,date,company,decision,extras,tag
DRN-4252150,decision/DRN-4252150.pdf,Decision Reference DRN-4252150,31 Dec 2023,QIC Europe Ltd,Upheld,,Insurance
DRN-4497678,decision/DRN-4497678.pdf,Decision Reference DRN-4497678,31 Dec 2023,Admiral Insurance (Gibraltar) Limited,Upheld,,Insurance
DRN-4405879,decision/DRN-4405879.pdf,Decision Reference DRN-4405879,29 Dec 2023,Great Lakes Insurance SE,Upheld,,Insurance
DRN-4211442,decision/DRN-4211442.pdf,Decision Reference DRN-4211442,29 Dec 2023,HSBC Life (UK) Limited,Upheld,,Insurance
DRN-4515664,decision/DRN-4515664.pdf,Decision Reference DRN-4515664,29 Dec 2023,Great Lakes Insurance SE,Upheld,,Insurance
DRN-4467868,decision/DRN-4467868.pdf,Decision Reference DRN-4467868,29 Dec 2023,The Prudential Assurance Company Limited,Not upheld,,Insurance
DRN-4480587,decision/DRN-4480587.pdf,Decision Reference DRN-4480587,29 Dec 2023,DAS Legal Expenses Insurance Company Limited,Not upheld,,Insurance
DRN-4465381,decision/DRN-4465381.pdf,Decision Reference DRN-4465381,29 Dec 2023,U K Insurance Limited,Not upheld,,Insurance
DRN-4406163,decision/DRN-4406163.pdf,Decision Reference DRN-4406163,29 Dec 2023,Amtrust Europe Limited,Not upheld,,Insurance
DRN-4532472,decision/DRN-4532472.pdf,Decision Reference DRN-4532472,29 Dec 2023,Liverpool Victoria Financial Services Limited,Upheld,,Insurance
DRN-4498403,decision/DRN-4498403.pdf,Decision Reference DRN-4498403,29 Dec 2023,Taylormade Finance Ltd,Upheld,,Insurance
DRN-4525596,decision/DRN-4525596.pdf,Decision Reference DRN-4525596,29 Dec 2023,Trinity Lane Insurance Company Limited,Not upheld,,Insurance
DRN-4286488,decision/DRN-4286488.pdf,Decision Reference DRN-4286488,28 Dec 2023,Sun Life Assurance Company of Canada (U.K.) Limited,Upheld,,Insurance
DRN-4531549,decision/DRN-4531549.pdf,Decision Reference DRN-4531549,28 Dec 2023,esure Insurance Limited,Upheld,,Insurance
DRN-4495869,decision/DRN-4495869.pdf,Decision Reference DRN-4495869,28 Dec 2023,U K Insurance Limited,Not upheld,,Insurance
DRN-4527201,decision/DRN-4527201.pdf,Decision Reference DRN-4527201,28 Dec 2023,Marshmallow Insurance Limited,Upheld,,Insurance
DRN-4494867,decision/DRN-4494867.pdf,Decision Reference DRN-4494867,28 Dec 2023,Admiral Insurance (Gibraltar) Limited,Not upheld,,Insurance
DRN-4527312,decision/DRN-4527312.pdf,Decision Reference DRN-4527312,28 Dec 2023,Admiral Insurance (Gibraltar) Limited,Not upheld,,Insurance
DRN-4479909,decision/DRN-4479909.pdf,Decision Reference DRN-4479909,28 Dec 2023,Domestic & General Insurance Plc,Not upheld,,Insurance
DRN-4529259,decision/DRN-4529259.pdf,Decision Reference DRN-4529259,28 Dec 2023,QIC Europe Ltd,Upheld,,Insurance
DRN-4396018,decision/DRN-4396018.pdf,Decision Reference DRN-4396018,28 Dec 2023,Marshmallow Insurance Limited,Upheld,,Insurance
DRN-4526693,decision/DRN-4526693.pdf,Decision Reference DRN-4526693,28 Dec 2023,POLICY EXCESS INSURE LTD,Upheld,,Insurance
DRN-4257770,decision/DRN-4257770.pdf,Decision Reference DRN-4257770,28 Dec 2023,AXA Insurance UK Plc,Not upheld,,Insurance
DRN-4198278,decision/DRN-4198278.pdf,Decision Reference DRN-4198278,23 Dec 2023,AXA Insurance UK Plc,Upheld,,Insurance
DRN-4519106,decision/DRN-4519106.pdf,Decision Reference DRN-4519106,23 Dec 2023,Aviva Insurance Limited,Upheld,,Insurance
DRN-4527233,decision/DRN-4527233.pdf,Decision Reference DRN-4527233,22 Dec 2023,Advantage Insurance Company Limited,Upheld,,Insurance
DRN-4071278,decision/DRN-4071278.pdf,Decision Reference DRN-4071278,22 Dec 2023,Liverpool Victoria Financial Services Limited,Not upheld,,Insurance
