decision_id,location,title,date,company,decision,extras,tag
DRN-3544025,decision/DRN-3544025.pdf,Decision Reference DRN-3544025,30 Sep 2022,Vitality Life Limited,Not upheld,,Insurance
DRN-3728307,decision/DRN-3728307.pdf,Decision Reference DRN-3728307,30 Sep 2022,AA Underwriting Insurance Company Limited,Not upheld,,Insurance
DRN-3678493,decision/DRN-3678493.pdf,Decision Reference DRN-3678493,30 Sep 2022,Zurich Insurance PLC,Not upheld,,Insurance
DRN-3638430,decision/DRN-3638430.pdf,Decision Reference DRN-3638430,30 Sep 2022,Advantage Insurance Company Limited,Upheld,,Insurance
DRN-3467800,decision/DRN-3467800.pdf,Decision Reference DRN-3467800,30 Sep 2022,Aviva Insurance Limited,Not upheld,,Insurance
DRN-3639677,decision/DRN-3639677.pdf,Decision Reference DRN-3639677,30 Sep 2022,The National Farmers' Union Mutual Insurance Society Limited,Upheld,,Insurance
DRN-3700910,decision/DRN-3700910.pdf,Decision Reference DRN-3700910,30 Sep 2022,Admiral Insurance Company Limited,Upheld,,Insurance
DRN-3686909,decision/DRN-3686909.pdf,Decision Reference DRN-3686909,30 Sep 2022,HDI Global SE,Not upheld,,Insurance
DRN-3729151,decision/DRN-3729151.pdf,Decision Reference DRN-3729151,30 Sep 2022,CIGNA Life Insurance Company of Europe SA-NV,Upheld,,Insurance
DRN-3478121,decision/DRN-3478121.pdf,Decision Reference DRN-3478121,30 Sep 2022,Lloyds Bank General Insurance Limited,Not upheld,,Insurance
DRN-3423933,decision/DRN-3423933.pdf,Decision Reference DRN-3423933,30 Sep 2022,Wesleyan Assurance Society,Upheld,,Insurance
DRN-3512965,decision/DRN-3512965.pdf,Decision Reference DRN-3512965,30 Sep 2022,Canada Life Limited,Not upheld,,Insurance
DRN-3587806,decision/DRN-3587806.pdf,Decision Reference DRN-3587806,30 Sep 2022,Covea Insurance plc,Upheld,,Insurance
DRN-3691812,decision/DRN-3691812.pdf,Decision Reference DRN-3691812,30 Sep 2022,Society of Lloyd's,Not upheld,,Insurance
DRN-3568676,decision/DRN-3568676.pdf,Decision Reference DRN-3568676,30 Sep 2022,Aviva Life & Pensions UK Limited,Not upheld,,Insurance
DRN-3649404,decision/DRN-3649404.pdf,Decision Reference DRN-3649404,30 Sep 2022,HDI Global SE,Not upheld,,Insurance
DRN-3725923,decision/DRN-3725923.pdf,Decision Reference DRN-3725923,30 Sep 2022,Royal & Sun Alliance Insurance Limited,Not upheld,,Insurance
DRN-3702355,decision/DRN-3702355.pdf,Decision Reference DRN-3702355,30 Sep 2022,Royal & Sun Alliance Insurance Limited,Not upheld,,Insurance
DRN-3728920,decision/DRN-3728920.pdf,Decision Reference DRN-3728920,30 Sep 2022,Vitality Health Limited,Upheld,,Insurance
DRN-3701282,decision/DRN-3701282.pdf,Decision Reference DRN-3701282,30 Sep 2022,The New India Assurance Company Limited,Upheld,,Insurance
DRN-3603524,decision/DRN-3603524.pdf,Decision Reference DRN-3603524,30 Sep 2022,Aviva Insurance Limited,Not upheld,,Insurance
DRN-3707633,decision/DRN-3707633.pdf,Decision Reference DRN-3707633,30 Sep 2022,Admiral Insurance (Gibraltar) Limited,Upheld,,Insurance
DRN-3669640,decision/DRN-3669640.pdf,Decision Reference DRN-3669640,30 Sep 2022,National House-Building Council,Upheld,,Insurance
DRN-3713867,decision/DRN-3713867.pdf,Decision Reference DRN-3713867,30 Sep 2022,AA Underwriting Insurance Company Limited,Not upheld,,Insurance
DRN-3717559,decision/DRN-3717559.pdf,Decision Reference DRN-3717559,30 Sep 2022,Allianz Insurance Plc,Upheld,,Insurance
DRN-3632516,decision/DRN-3632516.pdf,Decision Reference DRN-3632516,30 Sep 2022,Ageas Insurance Limited,Not upheld,,Insurance
DRN-3652793,decision/DRN-3652793.pdf,Decision Reference DRN-3652793,30 Sep 2022,National House-Building Council,Not upheld,,Insurance
DRN-3727578,decision/DRN-3727578.pdf,Decision Reference DRN-3727578,30 Sep 2022,AXA Insurance UK Plc,Upheld,,Insurance
DRN-3537632,decision/DRN-3537632.pdf,Decision Reference DRN-3537632,30 Sep 2022,AXA Insurance UK Plc,Not upheld,,Insurance
DRN-3636941,decision/DRN-3636941.pdf,Decision Reference DRN-3636941,30 Sep 2022,Great Lakes Insurance SE,Not upheld,,Insurance
DRN-3673256,decision/DRN-3673256.pdf,Decision Reference DRN-3673256,30 Sep 2022,U K Insurance Limited,Not upheld,,Insurance
DRN-3721806,decision/DRN-3721806.pdf,Decision Reference DRN-3721806,30 Sep 2022,Eastwood & Partners Limited,Not upheld,,Insurance
DRN-3711681,decision/DRN-3711681.pdf,Decision Reference DRN-3711681,30 Sep 2022,Aviva Insurance Limited,Not upheld,,Insurance
DRN-3648887,decision/DRN-3648887.pdf,Decision Reference DRN-3648887,30 Sep 2022,Society of Lloyd's,Not upheld,,Insurance
DRN-3501780,decision/DRN-3501780.pdf,Decision Reference DRN-3501780,30 Sep 2022,Aviva Insurance Limited,Upheld,,Insurance
DRN-3626684,decision/DRN-3626684.pdf,Decision Reference DRN-3626684,29 Sep 2022,Covea Insurance plc,Not upheld,,Insurance
DRN-3457244,decision/DRN-3457244.pdf,Decision Reference DRN-3457244,29 Sep 2022,Premia Solutions Ltd,Upheld,,Insurance
DRN-3493184,decision/DRN-3493184.pdf,Decision Reference DRN-3493184,29 Sep 2022,Allianz Business Services Limited,Not upheld,,Insurance
DRN-3237629,decision/DRN-3237629.pdf,Decision Reference DRN-3237629,29 Sep 2022,Arch Insurance (UK) Limited,Not upheld,,Insurance
DRN-3397787,decision/DRN-3397787.pdf,Decision Reference DRN-3397787,29 Sep 2022,AXA Insurance UK Plc,Upheld,,Insurance
DRN-3724214,decision/DRN-3724214.pdf,Decision Reference DRN-3724214,29 Sep 2022,DAS Legal Expenses Insurance Company Limited,Not upheld,,Insurance
DRN-3716533,decision/DRN-3716533.pdf,Decision Reference DRN-3716533,29 Sep 2022,British Gas Insurance Limited,Not upheld,,Insurance
DRN-3698114,decision/DRN-3698114.pdf,Decision Reference DRN-3698114,29 Sep 2022,Ageas Insurance Limited,Not upheld,,Insurance
DRN-3504502,decision/DRN-3504502.pdf,Decision Reference DRN-3504502,29 Sep 2022,Legal and General Assurance Society Limited,Not upheld,,Insurance
DRN-3714491,decision/DRN-3714491.pdf,Decision Reference DRN-3714491,29 Sep 2022,Brightside Insurance Services Limited,Upheld,,Insurance
DRN-3724591,decision/DRN-3724591.pdf,Decision Reference DRN-3724591,29 Sep 2022,Fortegra Europe Insurance Company Ltd,Not upheld,,Insurance
DRN-3709456,decision/DRN-3709456.pdf,Decision Reference DRN-3709456,29 Sep 2022,Brian Thornhill & Son Insurance Brokers Limited,Upheld,,Insurance
DRN-3419276,decision/DRN-3419276.pdf,Decision Reference DRN-3419276,29 Sep 2022,Soteria Insurance Limited,Upheld,,Insurance
DRN-3425970,decision/DRN-3425970.pdf,Decision Reference DRN-3425970,29 Sep 2022,Aviva Insurance Limited,Not upheld,,Insurance
DRN-3703634,decision/DRN-3703634.pdf,Decision Reference DRN-3703634,29 Sep 2022,AA Underwriting Insurance Company Limited,Not upheld,,Insurance
DRN-3463872,decision/DRN-3463872.pdf,Decision Reference DRN-3463872,29 Sep 2022,Society of Lloyd's,Not upheld,,Insurance
