decision_id,location,title,date,company,decision,extras,tag
DRN-4056430,decision/DRN-4056430.pdf,Decision Reference DRN-4056430,31 Mar 2023,Admiral Insurance (Gibraltar) Limited,Upheld,,Insurance
DRN-4006455,decision/DRN-4006455.pdf,Decision Reference DRN-4006455,31 Mar 2023,Advantage Insurance Company Limited,Not upheld,,Insurance
DRN-4061026,decision/DRN-4061026.pdf,Decision Reference DRN-4061026,31 Mar 2023,Watford Insurance Company Europe Limited,Upheld,,Insurance
DRN-4021189,decision/DRN-4021189.pdf,Decision Reference DRN-4021189,31 Mar 2023,Ageas Retail Limited,Not upheld,,Insurance
DRN-4060498,decision/DRN-4060498.pdf,Decision Reference DRN-4060498,31 Mar 2023,HDI Global Specialty SE,Upheld,,Insurance
DRN-3723732,decision/DRN-3723732.pdf,Decision Reference DRN-3723732,31 Mar 2023,Ageas Insurance Limited,Upheld,,Insurance
DRN-3757809,decision/DRN-3757809.pdf,Decision Reference DRN-3757809,31 Mar 2023,One Sure Insurance Limited,Upheld,,Insurance
DRN-3932410,decision/DRN-3932410.pdf,Decision Reference DRN-3932410,31 Mar 2023,Royal & Sun Alliance Insurance Limited,Not upheld,,Insurance
DRN-4002448,decision/DRN-4002448.pdf,Decision Reference DRN-4002448,31 Mar 2023,Aviva Insurance Limited,Upheld,,Insurance
DRN-4039233,decision/DRN-4039233.pdf,Decision Reference DRN-4039233,31 Mar 2023,Markerstudy Insurance Company Limited,Not upheld,,Insurance
DRN-4057179,decision/DRN-4057179.pdf,Decision Reference DRN-4057179,31 Mar 2023,Helvetia Global Solutions Ltd,Not upheld,,Insurance
DRN-4060520,decision/DRN-4060520.pdf,Decision Reference DRN-4060520,31 Mar 2023,Admiral Insurance (Gibraltar) Limited,Upheld,,Insurance
DRN-4036518,decision/DRN-4036518.pdf,Decision Reference DRN-4036518,31 Mar 2023,Aviva Insurance Limited,Not upheld,,Insurance
DRN-4059404,decision/DRN-4059404.pdf,Decision Reference DRN-4059404,31 Mar 2023,Admiral Insurance (Gibraltar) Limited,Not upheld,,Insurance
DRN-4007802,decision/DRN-4007802.pdf,Decision Reference DRN-4007802,31 Mar 2023,Arthur J. Gallagher Insurance Brokers Limited,Not upheld,,Insurance
DRN-4003617,decision/DRN-4003617.pdf,Decision Reference DRN-4003617,31 Mar 2023,ATLANTA 1 INSURANCE SERVICES LIMITED,Upheld,,Insurance
DRN-4060426,decision/DRN-4060426.pdf,Decision Reference DRN-4060426,31 Mar 2023,Royal & Sun Alliance Insurance Limited,Upheld,,Insurance
DRN-3865296,decision/DRN-3865296.pdf,Decision Reference DRN-3865296,31 Mar 2023,Society of Lloyd's,Upheld,,Insurance
DRN-3963865,decision/DRN-3963865.pdf,Decision Reference DRN-3963865,31 Mar 2023,U K Insurance Limited,Upheld,,Insurance
DRN-3995692,decision/DRN-3995692.pdf,Decision Reference DRN-3995692,31 Mar 2023,Royal & Sun Alliance Insurance Limited,Not upheld,,Insurance
DRN-3956686,decision/DRN-3956686.pdf,Decision Reference DRN-3956686,31 Mar 2023,Fortegra Europe Insurance Company Ltd,Upheld,,Insurance
DRN-4060032,decision/DRN-4060032.pdf,Decision Reference DRN-4060032,31 Mar 2023,Legal and General Assurance Society Limited,Not upheld,,Insurance
DRN-4032394,decision/DRN-4032394.pdf,Decision Reference DRN-4032394,31 Mar 2023,Lloyds Bank General Insurance Limited,Upheld,,Insurance
