decision_id,location,title,date,company,decision,extras,tag
DRN-2651071,decision/DRN-2651071.pdf,Decision Reference DRN-2651071,30 Jun 2021,St Andrew's Insurance plc,Not upheld,,Insurance
DRN-2873681,decision/DRN-2873681.pdf,Decision Reference DRN-2873681,30 Jun 2021,Covea Insurance plc,Not upheld,,Insurance
DRN-2644478,decision/DRN-2644478.pdf,Decision Reference DRN-2644478,30 Jun 2021,National House-Building Council,Upheld,,Insurance
DRN-2903860,decision/DRN-2903860.pdf,Decision Reference DRN-2903860,30 Jun 2021,Amtrust Europe Limited,Upheld,,Insurance
DRN-2105848,decision/DRN-2105848.pdf,Decision Reference DRN-2105848,30 Jun 2021,Royal & Sun Alliance Insurance Plc,Not upheld,,Insurance
DRN-2505682,decision/DRN-2505682.pdf,Decision Reference DRN-2505682,30 Jun 2021,Collingwood Insurance Company Ltd,Not upheld,,Insurance
DRN-2725866,decision/DRN-2725866.pdf,Decision Reference DRN-2725866,30 Jun 2021,Markel International Insurance Company Limited,Not upheld,,Insurance
DRN-2390257,decision/DRN-2390257.pdf,Decision Reference DRN-2390257,30 Jun 2021,Sennocke International Insurance Services Limited,Not upheld,,Insurance
DRN-2798489,decision/DRN-2798489.pdf,Decision Reference DRN-2798489,30 Jun 2021,Admiral Insurance Company Limited,Not upheld,,Insurance
DRN-2903798,decision/DRN-2903798.pdf,Decision Reference DRN-2903798,30 Jun 2021,Liverpool Victoria Insurance Company Limited,Upheld,,Insurance
DRN-2887285,decision/DRN-2887285.pdf,Decision Reference DRN-2887285,30 Jun 2021,Wesleyan Financial Services Ltd,Upheld,,Insurance
DRN-2860366,decision/DRN-2860366.pdf,Decision Reference DRN-2860366,30 Jun 2021,Covea Insurance plc,Not upheld,,Insurance
DRN-2903472,decision/DRN-2903472.pdf,Decision Reference DRN-2903472,30 Jun 2021,Ageas Insurance Limited,Upheld,,Insurance
DRN-2903385,decision/DRN-2903385.pdf,Decision Reference DRN-2903385,30 Jun 2021,Admiral Insurance Company Limited,Upheld,,Insurance
DRN-2903397,decision/DRN-2903397.pdf,Decision Reference DRN-2903397,30 Jun 2021,Amtrust Europe Limited,Upheld,,Insurance
DRN-2456454,decision/DRN-2456454.pdf,Decision Reference DRN-2456454,30 Jun 2021,Allianz Insurance Plc,Not upheld,,Insurance
DRN-2831231,decision/DRN-2831231.pdf,Decision Reference DRN-2831231,30 Jun 2021,MAYFLY 21 LTD,Not upheld,,Insurance
DRN-2887645,decision/DRN-2887645.pdf,Decision Reference DRN-2887645,30 Jun 2021,Aviva Insurance Limited,Not upheld,,Insurance
DRN-2902317,decision/DRN-2902317.pdf,Decision Reference DRN-2902317,30 Jun 2021,Aviva Health UK Limited,Upheld,,Insurance
DRN-2883108,decision/DRN-2883108.pdf,Decision Reference DRN-2883108,30 Jun 2021,AXA Insurance UK Plc,Upheld,,Insurance
DRN-2903098,decision/DRN-2903098.pdf,Decision Reference DRN-2903098,30 Jun 2021,Hiscox Underwriting Limited,Not upheld,,Insurance
DRN-2542708,decision/DRN-2542708.pdf,Decision Reference DRN-2542708,30 Jun 2021,MetLife Europe d.a.c.,Not upheld,,Insurance
DRN-2729938,decision/DRN-2729938.pdf,Decision Reference DRN-2729938,30 Jun 2021,Zurich Insurance PLC,Not upheld,,Insurance
DRN-2534225,decision/DRN-2534225.pdf,Decision Reference DRN-2534225,30 Jun 2021,The Shepherds Friendly Society Limited,Upheld,,Insurance
