decision_id,location,title,date,company,decision,extras,tag
DRN-2726979,decision/DRN-2726979.pdf,Decision Reference DRN-2726979,31 Mar 2021,AXA Insurance UK Plc,Not upheld,,Insurance
DRN-2507295,decision/DRN-2507295.pdf,Decision Reference DRN-2507295,31 Mar 2021,Fairmead Insurance Limited,Not upheld,,Insurance
DRN-2714920,decision/DRN-2714920.pdf,Decision Reference DRN-2714920,31 Mar 2021,Lloyds Bank General Insurance Limited,Upheld,,Insurance
DRN-2675158,decision/DRN-2675158.pdf,Decision Reference DRN-2675158,31 Mar 2021,Astrenska Insurance Limited,Upheld,,Insurance
DRN-2451818,decision/DRN-2451818.pdf,Decision Reference DRN-2451818,31 Mar 2021,Watford Insurance Company Europe Limited,Not upheld,,Insurance
DRN-2568894,decision/DRN-2568894.pdf,Decision Reference DRN-2568894,31 Mar 2021,Calpe Insurance Company Limited,Not upheld,,Insurance
DRN-2311745,decision/DRN-2311745.pdf,Decision Reference DRN-2311745,31 Mar 2021,Legal and General Assurance Society Limited,Upheld,,Insurance
DRN-2669567,decision/DRN-2669567.pdf,Decision Reference DRN-2669567,31 Mar 2021,Nationwide Building Society,Upheld,,Insurance
DRN-2498184,decision/DRN-2498184.pdf,Decision Reference DRN-2498184,31 Mar 2021,Legal and General Assurance Society Limited,Upheld,,Insurance
DRN-2730290,decision/DRN-2730290.pdf,Decision Reference DRN-2730290,31 Mar 2021,Highway Insurance Company Limited,Upheld,,Insurance
DRN-2505047,decision/DRN-2505047.pdf,Decision Reference DRN-2505047,31 Mar 2021,Society of Lloyd's,Not upheld,,Insurance
DRN-2556635,decision/DRN-2556635.pdf,Decision Reference DRN-2556635,31 Mar 2021,Great Lakes Insurance SE,Not upheld,,Insurance
DRN-2612238,decision/DRN-2612238.pdf,Decision Reference DRN-2612238,31 Mar 2021,Ageas Insurance Limited,Upheld,,Insurance
DRN-1963111,decision/DRN-1963111.pdf,Decision Reference DRN-1963111,31 Mar 2021,Royal & Sun Alliance Insurance Plc,Upheld,,Insurance
DRN-2707579,decision/DRN-2707579.pdf,Decision Reference DRN-2707579,31 Mar 2021,National House-Building Council,Upheld,,Insurance
DRN7847980,decision/DRN7847980.pdf,Decision Reference DRN7847980,31 Mar 2021,UIA (Insurance) Limited,Not upheld,,Insurance (excluding PPI)
DRN-2727232,decision/DRN-2727232.pdf,Decision Reference DRN-2727232,31 Mar 2021,British Gas Services Limited,Not upheld,,Insurance
DRN-2641879,decision/DRN-2641879.pdf,Decision Reference DRN-2641879,31 Mar 2021,Advantage Insurance Company Limited,Not upheld,,Insurance
DRN-2727041,decision/DRN-2727041.pdf,Decision Reference DRN-2727041,31 Mar 2021,Ageas Insurance Limited,Upheld,,Insurance
DRN-2631083,decision/DRN-2631083.pdf,Decision Reference DRN-2631083,31 Mar 2021,"Mapfre Asistencia, Compania Internacional De Seguros y Reaseguros, S.A.",Upheld,,Insurance
